"rssi","rx"
-24,-75
-18,-75
-18,-76
-18,-76
-18,-76
-18,-76
-18,-75
-18,-75
-18,-76
-18,-75
-18,-77
-18,-76
-18,-76
-18,-76
-18,-76
-18,-75
-18,-75
-18,-76
-18,-75
-18,-76
-18,-75
-18,-75
-18,-75
-18,-75
-18,-75
-18,-75
-18,-75
-18,-76
-18,-75
-18,-75
-18,-76
-18,-76
-18,-75
-18,-75
-18,-75
-18,-75
-18,-74
-18,-76
-18,-74
-18,-76
-18,-75
-18,-74
-18,-75
-18,-75
-18,-74
-18,-76
-18,-75
-24,-75
-24,-75
-24,-76
-24,-75
-24,-75
-24,-75
-24,-76
-24,-75
-24,-76
-24,-76
-24,-75
-24,-74
-24,-75
-24,-76
-24,-76
-24,-76
-24,-76
-24,-77
-24,-76
-24,-76
-24,-77
-24,-76
-24,-76
-24,-76
-24,-76
-24,-76
-24,-75
-24,-76
-24,-74
-24,-75
-24,-76
-24,-75
-24,-75
-24,-75
-24,-75
-24,-75
-24,-74
-24,-75
-24,-75
-24,-75
-24,-75
-24,-76
-24,-75
-24,-75
-24,-75
-24,-74
-24,-75
-24,-75
-24,-75
-21,-74
-21,-75
-21,-75
-21,-75
-21,-74
-21,-75
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-74
-21,-73
-21,-73
-21,-74
-21,-74
-21,-74
-21,-73
-21,-73
-21,-74
-21,-74
-21,-73
-21,-73
-21,-73
-21,-74
-21,-74
-21,-73
-21,-74
-21,-74
-21,-74
-21,-75
-21,-75
-21,-75
-21,-75
-21,-75
-21,-73
-21,-74
-26,-74
-26,-75
-26,-75
-26,-74
-26,-82
-26,-82
-26,-75
-26,-75
-26,-74
-26,-75
-26,-74
-26,-74
-26,-75
-26,-74
-26,-74
-26,-74
-26,-75
-26,-74
-26,-74
-26,-75
-26,-75
-26,-74
-26,-75
-26,-74
-26,-75
-26,-75
-26,-75
-26,-75
-26,-74
-26,-74
-26,-74
-26,-74
-26,-75
-26,-75
-26,-75
-26,-75
-26,-76
-26,-75
-26,-75
-26,-75
-26,-76
-26,-76
-26,-78
-26,-77
-26,-78
-26,-78
-22,-77
-22,-77
-22,-77
-22,-77
-22,-77
-22,-76
-22,-76
-22,-77
-22,-77
-22,-76
-22,-77
-22,-77
-22,-77
-22,-77
-22,-78
-22,-78
-22,-79
-22,-80
-22,-80
-22,-80
-22,-81
-22,-80
-22,-80
-22,-81
-22,-82
-22,-82
-22,-81
-22,-81
-22,-82
-22,-81
-22,-81
-22,-81
-22,-81
-22,-81
-22,-82
-22,-82
-22,-81
-22,-81
-22,-82
-22,-81
-22,-81
-22,-81
-22,-80
-22,-80
-22,-80
-22,-80
-22,-80
-22,-80
-18,-77
-18,-77
-18,-77
-18,-78
-18,-79
-18,-78
-18,-78
-18,-78
-18,-78
-18,-79
-18,-78
-18,-77
-18,-78
-18,-78
-18,-78
-18,-78
-18,-78
-18,-77
-18,-77
-18,-78
-18,-78
-18,-78
-18,-78
-18,-78
-18,-78
-18,-79
-18,-78
-18,-78
-18,-77
-18,-78
-18,-78
-18,-78
-18,-77
-18,-79
-18,-79
-18,-79
-18,-79
-18,-78
-18,-78
-18,-78
-18,-78
-18,-78
-22,-78
-22,-78
-22,-79
-22,-79
-22,-79
-22,-78
-22,-78
-22,-83
-22,-77
-22,-78
-22,-78
-22,-77
-22,-78
-22,-78
-22,-78
-22,-77
-22,-77
-22,-78
-22,-77
-22,-78
-22,-78
-22,-77
-22,-78
-22,-77
-22,-78
-22,-78
-22,-78
-22,-77
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-77
-22,-79
-22,-77
-22,-78
-22,-77
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-22,-78
-21,-78
-21,-77
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-79
-21,-78
-21,-78
-21,-78
-21,-78
-21,-77
-21,-78
-21,-78
-21,-77
-21,-78
-21,-79
-21,-78
-21,-79
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-77
-21,-77
-21,-76
-21,-77
-21,-76
-21,-76
-21,-76
-21,-75
-21,-75
-21,-76
-21,-75
-21,-75
-21,-75
-21,-76
-21,-75
-21,-75
-21,-75
-21,-75
-21,-75
-21,-77
-21,-77
-21,-77
-21,-78
-21,-78
-21,-78
-21,-78
-21,-79
-21,-79
-21,-78
-21,-78
-21,-77
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-78
-21,-79
-21,-79
-21,-79
-21,-85
-21,-79
-21,-79
-21,-79
-21,-79
-21,-79
-21,-79
-25,-81
-25,-81
-25,-82
-25,-81
-25,-81
-25,-81
-25,-81
-25,-81
-25,-80
-25,-81
-25,-81
-25,-81
-25,-81
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-23,-80
-23,-80
-23,-79
-23,-79
-23,-80
-23,-79
-23,-80
-23,-86
-23,-79
-23,-79
-23,-80
-23,-80
-23,-79
-23,-80
-23,-80
-23,-80
-23,-81
-23,-82
-23,-82
-23,-81
-23,-82
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-82
-23,-81
-23,-81
-23,-81
-23,-81
-23,-80
-23,-82
-23,-80
-23,-81
-23,-81
-23,-80
-23,-80
-23,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-81
-23,-80
-23,-79
-23,-79
-23,-79
-23,-80
-23,-79
-23,-79
-23,-79
-23,-80
-23,-79
-23,-79
-23,-80
-23,-80
-23,-80
-23,-79
-23,-79
-23,-79
-23,-80
-23,-81
-23,-81
-23,-80
-23,-79
-23,-79
-23,-80
-23,-80
-23,-80
-23,-79
-23,-80
-23,-80
-23,-79
-23,-79
-23,-80
-23,-80
-23,-80
-23,-80
-23,-80
-23,-81
-23,-81
-23,-80
-23,-80
-23,-80
-23,-79
-25,-79
-25,-79
-25,-80
-25,-79
-25,-80
-25,-80
-25,-80
-25,-80
-25,-79
-25,-79
-25,-81
-25,-80
-25,-79
-25,-79
-25,-79
-25,-79
-25,-79
-25,-78
-25,-78
-21,-77
-21,-78
-21,-78
-21,-78
-21,-77
-21,-77
-21,-78
-21,-77
-21,-78
-21,-78
-21,-77
-21,-78
-21,-78
-21,-78
-21,-77
-21,-77
-21,-78
-21,-78
-21,-78
-23,-78
-23,-77
-23,-78
-23,-77
-23,-78
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-76
-23,-77
-23,-77
-23,-78
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-77
-23,-76
-23,-77
-23,-78
-23,-77
-23,-78
-23,-78
-23,-78
-23,-78
-23,-78
-23,-77
-23,-78
-23,-78
-23,-78
-23,-78
-23,-78
-24,-80
-24,-79
-24,-79
-24,-79
-24,-80
-24,-79
-24,-79
-24,-79
-24,-79
-24,-80
-24,-79
-24,-80
-24,-80
-24,-79
-24,-81
-24,-79
-24,-80
-24,-79
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-79
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-80
-24,-81
-24,-81
-24,-81
-24,-80
-24,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-82
-23,-81
-23,-81
-23,-81
-23,-81
-23,-80
-23,-80
-23,-81
-23,-81
-23,-80
-23,-80
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-82
-23,-81
-23,-81
-23,-81
-23,-83
-23,-82
-23,-81
-23,-82
-23,-81
-23,-82
-23,-82
-23,-81
-23,-82
-23,-81
-24,-87
-24,-82
-24,-81
-24,-81
-24,-82
-24,-81
-24,-81
-24,-80
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-80
-24,-80
-24,-82
-24,-81
-24,-82
-24,-82
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-82
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-81
-24,-82
-24,-82
-24,-82
-24,-81
-24,-81
-24,-81
-24,-82
-24,-83
-24,-82
-24,-83
-24,-82
-24,-82
-24,-81
-23,-82
-23,-82
-23,-81
-23,-81
-23,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-80
-23,-80
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-80
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-81
-23,-82
-23,-81
-23,-81
-23,-80
-23,-80
-23,-80
-23,-81
-23,-80
-23,-81
-23,-80
-20,-81
-20,-80
-20,-81
-20,-80
-20,-80
-20,-81
-20,-81
-20,-81
-20,-80
-20,-82
-20,-80
-20,-80
-20,-81
-20,-81
-20,-81
-20,-82
-20,-81
-20,-81
-20,-82
-20,-82
-20,-81
-20,-81
-20,-82
-20,-82
-20,-82
-20,-82
-20,-81
-20,-82
-20,-82
-20,-82
-20,-82
-20,-81
-20,-81
-20,-81
-20,-81
-20,-80
-20,-80
-20,-80
-20,-80
-20,-79
-20,-80
-20,-79
-20,-79
-22,-80
-22,-80
-22,-79
-22,-79
-22,-79
-22,-79
-22,-78
-22,-78
-22,-79
-22,-78
-22,-79
-22,-79
-22,-78
-22,-78
-22,-79
-22,-78
-22,-79
-22,-78
-22,-79
-22,-79
-22,-78
-22,-78
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-80
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-79
-22,-78
-22,-79
-22,-79
-22,-80
-22,-80
-22,-80
-22,-80
-22,-80
-22,-80
-26,-80
-26,-80
-26,-80
-26,-80
-26,-80
-26,-80
-26,-80
-26,-86
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-82
-26,-81
-26,-82
-26,-82
-26,-82
-26,-83
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-81
-26,-82
-26,-82
-26,-81
-26,-82
-26,-82
-26,-81
-26,-82
-26,-82
-26,-81
-26,-82
-26,-81
-26,-81
-26,-82
-26,-83
-26,-82
-26,-81
-26,-82
-23,-81
-23,-82
-23,-83
-23,-82
-23,-82
-23,-82
-23,-82
-23,-82
-23,-82
-23,-81
-23,-82
-23,-82
-23,-82
-23,-83
-23,-82
-23,-82
-23,-83
-23,-83
-23,-82
-23,-82
-23,-83
-23,-82
-23,-82
-23,-82
-23,-82
-23,-81
-23,-81
-23,-81
-23,-80
-23,-81
-25,-81
-25,-81
-25,-81
-25,-82
-25,-82
-25,-82
-25,-81
-25,-82
-25,-82
-25,-82
-25,-82
-25,-82
-25,-82
-25,-82
-25,-82
-25,-81
-25,-81
-25,-81
-25,-81
-25,-80
-25,-81
-25,-81
-25,-81
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-25,-80
-25,-81
-20,-81
-20,-80
-20,-81
-20,-81
-20,-81
-20,-81
-20,-80
-20,-79
-20,-80
-20,-79
-20,-78
-20,-78
-20,-78
-20,-78
-20,-77
-20,-77
-20,-77
-20,-76
-20,-77
-20,-76
-20,-76
-20,-76
-20,-76
-20,-76
-20,-75
-20,-74
-20,-74
-20,-74
-20,-74
-20,-75
-20,-74
-20,-75
-20,-74
-20,-73
-20,-74
-20,-74
-20,-72
-20,-72
-20,-72
-20,-73
-20,-73
-20,-73
-20,-72
-20,-74
-20,-74
-21,-76
-21,-75
-21,-75
-21,-76
-21,-75
-21,-75
-21,-75
-21,-75
-21,-74
-21,-75
-21,-75
-21,-76
-21,-76
-21,-74
-21,-74
-21,-75
-21,-75
-21,-74
-21,-73
-21,-73
-21,-73
-21,-73
-21,-74
-21,-77
-21,-76
-21,-74
-21,-75
-21,-75
-21,-75
-21,-74
-21,-75
-21,-73
-21,-74
-21,-73
-21,-73
-21,-77
-21,-74
-21,-74
-21,-73
-21,-75
-21,-74
-21,-73
-21,-72
-27,-74
-27,-74
-27,-74
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-76
-27,-76
-27,-76
-27,-76
-27,-74
-27,-74
-27,-73
-27,-73
-27,-74
-27,-72
-27,-73
-27,-73
-27,-72
-27,-72
-27,-72
-27,-72
-27,-73
-27,-73
-27,-72
-27,-72
-27,-72
-27,-72
-27,-72
-27,-71
-27,-72
-27,-71
-27,-72
-27,-72
-27,-71
-27,-71
-27,-71
-27,-71
-27,-71
-27,-71
-27,-72
-27,-72
-27,-72
-27,-71
-27,-72
-27,-72
-25,-72
-25,-72
-25,-72
-25,-72
-25,-71
-25,-72
-25,-72
-25,-72
-25,-72
-25,-73
-25,-73
-25,-74
-25,-74
-25,-74
-25,-73
-25,-73
-25,-73
-25,-73
-25,-73
-25,-73
-25,-73
-25,-73
-25,-72
-25,-73
-25,-73
-25,-73
-25,-73
-25,-75
-25,-74
-25,-74
-25,-74
-25,-74
-25,-74
-25,-74
-25,-75
-25,-74
-25,-74
-25,-75
-25,-74
-25,-75
-25,-75
-25,-75
-25,-75
-25,-75
-25,-75
-25,-74
-25,-75
-25,-74
-27,-74
-27,-74
-27,-74
-27,-75
-27,-74
-27,-75
-27,-74
-27,-74
-27,-72
-27,-71
-27,-72
-27,-73
-27,-74
-27,-74
-27,-75
-27,-75
-27,-76
-27,-77
-27,-77
-27,-77
-27,-78
-27,-77
-27,-78
-27,-78
-27,-78
-27,-77
-27,-77
-27,-76
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-76
-27,-77
-27,-76
-27,-76
-27,-76
-27,-75
-27,-75
-27,-76
-27,-76
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-27,-75
-22,-75
-22,-76
-22,-75
-22,-76
-22,-76
-22,-76
-22,-76
-22,-76
-22,-76
-22,-76
-22,-76
-22,-75
-22,-74
-22,-74
-22,-73
-22,-72
-22,-72
-22,-72
-22,-72
-22,-72
-22,-71
-22,-69
-22,-70
-22,-71
-22,-71
-22,-71
-22,-71
-22,-71
-22,-72
-22,-72
-22,-72
-22,-72
-22,-72
-22,-71
-22,-71
-22,-71
-22,-72
-22,-72
-22,-72
-22,-71
-22,-71
-22,-71
-22,-71
-22,-71
-22,-70
-22,-71
-22,-71
-22,-70
-22,-70
-22,-70
-18,-70
-18,-71
-18,-70
-18,-69
-18,-69
-18,-69
-18,-68
-18,-68
-18,-68
-18,-68
-18,-81
-18,-67
-18,-67
-18,-67
-18,-67
-18,-67
-18,-66
-18,-67
-18,-67
-18,-67
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-66
-18,-67
-18,-66
-18,-66
-18,-67
-18,-67
-18,-67
-18,-67
-18,-82
-18,-67
-18,-68
-18,-67
-18,-67
-18,-67
-18,-68
-18,-67
-18,-67
-18,-68
-21,-67
-21,-68
-21,-68
-21,-67
-21,-67
-21,-67
-21,-68
-21,-68
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-66
-21,-66
-21,-67
-21,-67
-21,-68
-21,-67
-21,-66
-21,-66
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-67
-21,-66
-21,-66
-21,-66
-21,-67
-21,-67
-21,-67
-21,-67
-22,-68
-22,-68
-22,-68
-22,-69
-22,-69
-22,-68
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-70
-22,-69
-22,-69
-22,-68
-22,-69
-22,-69
-22,-68
-22,-69
-22,-69
-22,-68
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-70
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-68
-22,-68
-22,-69
-22,-68
-22,-68
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-69
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-67
-22,-68
-22,-67
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-67
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-67
-22,-68
-22,-68
-22,-67
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-22,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-68
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-70
-23,-69
-23,-70
-23,-69
-23,-70
-23,-69
-23,-69
-23,-70
-23,-70
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-68
-23,-69
-23,-69
-23,-69
-23,-69
-23,-69
-23,-70
-23,-68
-23,-69
-23,-68
-23,-70
-23,-68
-23,-69
-23,-69
-20,-69
-20,-69
-20,-69
-20,-68
-20,-69
-20,-69
-20,-68
-20,-68
-20,-69
-20,-68
-20,-68
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-68
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-69
-20,-70
-20,-69
-20,-70
-20,-69
-20,-70
-20,-70
-18,-70
-18,-70
-18,-69
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-70
-18,-71
-18,-70
-18,-71
-18,-70
-18,-70
-18,-70
-18,-70
-18,-71
-18,-71
-18,-71
-18,-70
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-71
-18,-72
-18,-71
-18,-72
-18,-71
-18,-72
-18,-71
-18,-71
-18,-72
-18,-71
-18,-71
-18,-71
-19,-71
-19,-71
-19,-71
-19,-72
-19,-71
-19,-71
-19,-71
-19,-71
-19,-71
-19,-71
-19,-71
-19,-69
-19,-72
-19,-72
-19,-72
-19,-72
-19,-71
-19,-72
-19,-72
-19,-71
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-73
-19,-71
-19,-73
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-71
-19,-72
-19,-71
-19,-72
-19,-71
-19,-73
-19,-72
-19,-72
-24,-72
-24,-72
-24,-71
-24,-72
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-72
-24,-71
-24,-70
-24,-71
-24,-71
-24,-71
-24,-70
-24,-71
-24,-72
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-72
-24,-72
-24,-72
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-71
-24,-70
-25,-71
-25,-71
-25,-71
-25,-70
-25,-71
-25,-71
-25,-71
-25,-70
-25,-71
-25,-70
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-70
-25,-70
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-71
-25,-72
-25,-71
-25,-72
-25,-72
-25,-71
-25,-71
-25,-72
-25,-72
-25,-71
-25,-72
-25,-71
-25,-72
-25,-72
-25,-72
-25,-73
-25,-71
-25,-72
-25,-71
-25,-72
-22,-71
-22,-73
-22,-72
-22,-73
-22,-71
-22,-71
-22,-72
-22,-71
-22,-72
-22,-71
-22,-72
-22,-73
-22,-72
-22,-71
-22,-72
-22,-71
-22,-72
-22,-72
-22,-72
-22,-73
-22,-72
-22,-71
-22,-72
-22,-72
-22,-72
-22,-72
-22,-71
-22,-71
-22,-73
-22,-72
-22,-72
-22,-73
-22,-72
-22,-73
-22,-72
-22,-72
-22,-71
-22,-72
-22,-72
-22,-72
-22,-71
-22,-73
-22,-71
-19,-73
-19,-71
-19,-72
-19,-73
-19,-71
-19,-72
-19,-72
-19,-73
-19,-71
-19,-72
-19,-71
-19,-71
-19,-72
-19,-72
-19,-72
-19,-72
-19,-71
